EasyNumber;CompagnyName;CompagnyName2;Pays
00005900173965;PREMIUM PAPERTRADE COMPANY LIMITED;PREMIUM+PAPERTRADE+COMPANY+LIMITED;THA
00001063842683;NERYCOM MARMORES E GRANITOS DO BRASIL LTDA EPP;NERYCOM+MARMORES+E+GRANITOS+DO+BRASIL+LTDA+EPP;BRA
00000185426644;EURO COMMERCIALE DI PACIOTTI PIERLUIGI;EURO+COMMERCIALE+DI+PACIOTTI+PIERLUIGI;ITA
00000451276547;EMBOTITS I CANSALADERIA CAL ESMET SL;EMBOTITS+I+CANSALADERIA+CAL+ESMET+SL;ESP
00005900158155;KHONKAEN UPGRADE LIMITED PARTNERSHIP;KHONKAEN+UPGRADE+LIMITED+PARTNERSHIP;THA
00002319235873;ALARCON DAMIEL MA DELMAR PICARDIA;ALARCON+DAMIEL+MA+DELMAR+PICARDIA;ESP
00000519448149;LUMBER CITY BOLAND C FLEMING ENTERPRISES;LUMBER+CITY+BOLAND+C+FLEMING+ENTERPRISES;ZAF
00000291989233;Jones Companies. Ltd. Limited Partnership;Jones+Companies.+Ltd.+Limited+Partnership;USA
00000227641457;MODEHUIS MAISON DE BONNETERIE BV;MODEHUIS+MAISON+DE+BONNETERIE+BV;NLD
00001178551761;CENTRE DE CONFERENCES INTERNATIONALES;CENTRE+DE+CONFERENCES+INTERNATIONALES;FRA
00000584414272;ADMINISTRATION AND MARKETING SOLUTIONS PTY LTD;ADMINISTRATION+AND+MARKETING+SOLUTIONS+PTY+LTD;AUS
00001780625059;SARL OPTIC FOCH NEUILLY-PLAISANCE;SARL+OPTIC+FOCH+NEUILLY-PLAISANCE;FRA
00005953003850;SIAM SENTEX LIMITED PARTNERSHIP;SIAM+SENTEX+LIMITED+PARTNERSHIP;THA
00000468429761;SALVADOR FUERTES JAMONES DAROCA SA;SALVADOR+FUERTES+JAMONES+DAROCA+SA;ESP
00000211763271;MASTER S.P.A. - IN LIQUIDAZIONE -;MASTER+S.P.A.+-+IN+LIQUIDAZIONE+-;ITA
00000178815868;PANNENDEKKERSBEDRIJF BONGERS B.V.;PANNENDEKKERSBEDRIJF+BONGERS+B.V.;NLD
00000090677027;SOCIETE RUFFECOISE DE DISTRIBUTION;SOCIETE+RUFFECOISE+DE+DISTRIBUTION;FRA
00002345585076;BEINA BENJAMINAS BENDIKAS ENTERPRISE;BEINA+BENJAMINO+BENDIKO+IMONE;LTU
00001245024150;TSIN YING FING MAXIMIN CELESTIN;TSIN+YING+FING+MAXIMIN+CELESTIN;FRA
00002969048335;ATALIAN SERVICES DES RESSOURCES HUMAINES;ATALIAN+SERVICES+DES+RESSOURCES+HUMAINES;FRA
00003345314554;CONSTRUCCIONES CARMELO CARRETERO SL EN LIQUIDACION;CONSTRUCCIONES+CARMELO+CARRETERO+SL+EN+LIQUIDACION;ESP
00003486108969;INSTALACIONES SEGURIDAD Y SISTEMAS SL;INSTALACIONES+SEGURIDAD+Y+SISTEMAS+SL;ESP
00005016565224;NICHOLAS STEPHEN FLOWERS LIMITED;NICHOLAS+STEPHEN+FLOWERS+LIMITED;GBR
00000362413793;TOTAL NOVA RIO COMERCIO DE AR CONDICIONADO E REFRIGERACAO LTDA;TOTAL+NOVA+RIO+COMERCIO+DE+AR+CONDICIONADO+E+REFRIGERACAO+LTDA;BRA
00001082371594;MEHR TOUR + TRAVEL AGENCY MR. MEHDI SOLEIMANI;MEHR+TOUR+++TRAVEL+AGENCY+MR.+MEHDI+SOLEIMANI;IRN
00002356890927;WORLDWIDE VOYAGES OF DISCOVERY LIMITED;WORLDWIDE+VOYAGES+OF+DISCOVERY+LIMITED;GBR
00000086677326;GROUPEMENT AGRICOLE D EXPLOITATION EN COMMUN DE DESIRE PETIT;GROUPEMENT+AGRICOLE+D+EXPLOITATION+EN+COMMUN+DE+DESIRE+PETIT;FRA
00000444056922;Al Ezz Rolling Mills Company SAE;Al+Ezz+Rolling+Mills+Company+SAE;EGY
00002357001343;HELPING HANDS CLEANING SERVICES LIMITED;HELPING+HANDS+CLEANING+SERVICES+LIMITED;GBR
00000540427966;FRAGIADAKIS KONSTANTINOS EL046025792;FRAGIADAKIS+KONSTANTINOS+EL046025792;GRC
00001696695182;SOC ANTONIO INES PERE FILS CONSTRUC;SOC+ANTONIO+INES+PERE+FILS+CONSTRUC;FRA
00002356997048;HARLEQUIN TRANSPORT SERVICES LIMITED;HARLEQUIN+TRANSPORT+SERVICES+LIMITED;GBR
00000467509920;ACUMA RECUPERACION AMBIENTAL SA;ACUMA+RECUPERACION+AMBIENTAL+SA;ESP
00000291068534;KUNIMITSU CARBON (THAILAND) COMPANY LIMITED;KUNIMITSU+CARBON+(THAILAND)+COMPANY+LIMITED;THA
00000402910249;MARIA LUCILIA DE CARVALHO MARTINS PAIVA;MARIA+LUCILIA+DE+CARVALHO+MARTINS+PAIVA;PRT
00000291069645;Access Industrial Technology Company Limited;Access+Industrial+Technology+Company+Limited;THA
00005774367087;SECURITE INFORMATIQUE ET TELECOMS;SECURITE+INFORMATIQUE+ET+TELECOMS;SEN
00000101134459;SOCIETE INDUSTRIELLE JULES TOURNIER;SOCIETE+INDUSTRIELLE+JULES+TOURNIER;FRA
00000560993246;CONNOISSEUR TRAVEL SERVICES LIMITED;CONNOISSEUR+TRAVEL+SERVICES+LIMITED;GBR
00001152904043;GHAFAR SHABANI TRADING BAZARGANI GHAFAR SHABANI POB 1746683471;GHAFAR+SHABANI+TRADING+BAZARGANI+GHAFAR+SHABANI+POB+1746683471;IRN
00000362417783;BRASOFTWARE INFORMATICA LTDA BRASOFTWARE;BRASOFTWARE+INFORMATICA+LTDA+BRASOFTWARE;BRA
00000494804775;COMERCIO DE MATERIAL ELECTRICO LDACORRILICHT;COMERCIO+DE+MATERIAL+ELECTRICO+LDACORRILICHT;PRT
00000148882057;MARKETING 1TO1/PEPPERS AND ROGERS GROUP (THE NETHERLANDS) B.V.;MARKETING+1TO1/PEPPERS+AND+ROGERS+GROUP+(THE+NETHERLANDS)+B.V.;NLD
00000482056556;M.E. MADDEN (BUILDING CONTRACTORS) LIMITED;M.E.+MADDEN+(BUILDING+CONTRACTORS)+LIMITED;GBR
00000432732029;AVITECH (OVERSEAS) CO LIMITED CIPRU SUCURSALA ZONA LIBERA GIURGIU;AVITECH+(OVERSEAS)+CO+LIMITED+CIPRU+SUCURSALA+ZONA+LIBERA+GIURGIU;ROU
00004249983069;Hvam-Gl Hvam Kraftvarmeværk Amba;Hvam-Gl+Hvam+Kraftvarmeværk+Amba;DNK
00000066017845;EXPRESS PELLICULAGE VERNISSAGE SERVICE;EXPRESS+PELLICULAGE+VERNISSAGE+SERVICE;FRA
00000591192540;INSTAL LACIONS DE FONTANERIA SANJUAN SL;INSTAL+LACIONS+DE+FONTANERIA+SANJUAN+SL;ESP
00000376222425;TRANSMISSION TECHNOLOGY SDN. BHD.;TRANSMISSION+TECHNOLOGY+SDN.+BHD.;MYS
00000560951424;WESTMINSTER SCHOOL SOCIETY(THE);WESTMINSTER+SCHOOL+SOCIETY(THE);GBR
00000166079822;STOISSER OBJEKTMOEBELPRODUKTION GMB H;STOISSER+OBJEKTMOEBELPRODUKTION+GMB+H;AUT
00000482054738;UNIVERSAL ENVELOPE MACHINERY LIMITED;UNIVERSAL+ENVELOPE+MACHINERY+LIMITED;GBR
00004602882258;DUBOIS CAROLINE CHRISTIANE GEORGETTE;DUBOIS+CAROLINE+CHRISTIANE+GEORGETTE;FRA
00001934605669;SOLEO ITALIA SNC DI SACHA MARCELLO BARGIACCHI E MARCO VOLPI;SOLEO+ITALIA+SNC+DI+SACHA+MARCELLO+BARGIACCHI+E+MARCO+VOLPI;ITA
00005701871661;TECHNOLOGY ENERGY SYSTEMS TEL.: +221-775-69.89.7;TECHNOLOGY+ENERGY+SYSTEMS+TEL.:++221-775-69.89.7;SEN
00000332876688;TESSIVAL S.P.A. IN LIQUIDAZIONE;TESSIVAL+S.P.A.+IN+LIQUIDAZIONE;ITA
00000362416066;DISTRIBUIDORA MASTER COMERCIO IMPORTACAO LTDA;DISTRIBUIDORA+MASTER+COMERCIO+IMPORTACAO+LTDA;BRA
00000229357743;RAVAGO BUILDING SOLUTIONS NETHERLANDS B.V.;RAVAGO+BUILDING+SOLUTIONS+NETHERLANDS+B.V.;NLD
00001845753169;ALBOUZE ALBERTE FELICITE EMILIENNE NEE GIRAUD;ALBOUZE+ALBERTE+FELICITE+EMILIENNE+NEE+GIRAUD;FRA
00002356929061;J.E.T CONSTRUCTION (MILTON KEYNES) LIMITED;J.E.T+CONSTRUCTION+(MILTON+KEYNES)+LIMITED;GBR
00001069297280;FARASAR TEL: 00982177505039 FAX: 00982177526680;FARASAR+TEL:+00982177505039+FAX:+00982177526680;IRN
00000278692928;Gema Landmaschinen AG in Liquidation;Gema+Landmaschinen+AG+in+Liquidation;CHE
00000503471924;CELINA ELLENS HAIR BEAUTY SALON ...;CELINA+ELLENS+HAIR+BEAUTY+SALON+...;NZL
00000439685061;BELL HANDLING SYSTEMS CHANNEL ISLAND LTDC/O TRIUMPH INTERNATIONAL (SUISSE) SARL;BELL+HANDLING+SYSTEMS+CHANNEL+ISLAND+LTDC/O+TRIUMPH+INTERNATIONAL+(SUISSE)+SARL;CHE
00000418324145;MODEPUNKTEN MARITA QVARNSTROM-OHLSS;MODEPUNKTEN+MARITA+QVARNSTROM-OHLSS;SWE
00004254801440;ETS. NOUMY EUGENIE TEL :00.237.77 69 45 26;ETS.+NOUMY+EUGENIE+TEL+:00.237.77+69+45+26;CMR
00000481866889;DATINI INDUSTRIA PANTALONI S.R.L.;DATINI+INDUSTRIA+PANTALONI+S.R.L.;ITA
00002924015357;EUROBAU GMBH s.r.o. v likvidaci;EUROBAU+GMBH+s.r.o.+v+likvidaci;CZE
00001265258941;POMPES FUNEBRES TRANSPORT DE CORPS AVANT MISE EN BIERE;POMPES+FUNEBRES+TRANSPORT+DE+CORPS+AVANT+MISE+EN+BIERE;FRA
00000278702525;Thorens SA Electricité Téléphone en liquidation;Thorens+SA+Electricité+Téléphone+en+liquidation;CHE
00000540375890;KANAVETAS KONSTANTINOS EL029275200;KANAVETAS+KONSTANTINOS+EL029275200;GRC
00000591170770;TRANS ALGAIDA SOCIEDAD LIMITADA;TRANS+ALGAIDA+SOCIEDAD+LIMITADA;ESP
00000481867142;EREDI CASTORI FILIPPO DI CASTORI DANIELE E C. - SNC;EREDI+CASTORI+FILIPPO+DI+CASTORI+DANIELE+E+C.+-+SNC;ITA
00000462806965;GESTORES ADMINISTRATIVOS REUNIDOS SA;GESTORES+ADMINISTRATIVOS+REUNIDOS+SA;ESP
00001213043261;SOCIETE D'EMBALLAGES DE RECUPERATION ET DE PALETTES;SOCIETE+D'EMBALLAGES+DE+RECUPERATION+ET+DE+PALETTES;FRA
00000462803834;MANIPULADO ORTOFRUTICOLA ANEDU SL;MANIPULADO+ORTOFRUTICOLA+ANEDU+SL;ESP
00001337256338;ASS FOYER NAZARETH DE LANDREVILLE;ASS+FOYER+NAZARETH+DE+LANDREVILLE;FRA
00001090930952;BEHRAD KARAN CO TEL 0098 021 88271027;BEHRAD+KARAN+CO+TEL+0098+021+88271027;IRN
00000392949786;ENCHAPADORA DE PANELES Y MADERAS LTDA.;ENCHAPADORA+DE+PANELES+Y+MADERAS+LTDA.;CHL
00001744178058;LOCAUX D'ENTREPRISES GRAND OUEST;LOCAUX+D'ENTREPRISES+GRAND+OUEST;FRA
00001098090926;MASHAD POWER GENERATION COMPANY;MASHAD+POWER+GENERATION+COMPANY;IRN
00000591200773;PAVLOV MIOCEVIC JOVANKA JOVANCA PAVLOV;PAVLOV+MIOCEVIC+JOVANKA+JOVANCA+PAVLOV;ESP
00005100429891;WRIGHT BROTHERS OYSTER HOUSE LIMITED;WRIGHT+BROTHERS+OYSTER+HOUSE+LIMITED;GBR
00000424316776;TOSHIBA INTERNATIONAL (EUROPE) LTD.;TOSHIBA+INTERNATIONAL+(EUROPE)+LTD.;GBR
00000291071919;THE SIAM SANITARY FITTINGS COMPANY LIMITED;THE+SIAM+SANITARY+FITTINGS+COMPANY+LIMITED;THA
00000509762969;S I DES EAUX DE LA VALLEE DE L'ORNE ORNE AVAL;S+I+DES+EAUX+DE+LA+VALLEE+DE+L'ORNE+ORNE+AVAL;FRA
00000324920170;EURL GENERAL INDUSTRIE T:038882541 MOB:091893090 F:038882541;EURL+GENERAL+INDUSTRIE+T:038882541+MOB:091893090+F:038882541;DZA
00004244579487;WORKS INTERNATIONAL AGENCY SARL;WORKS+INTERNATIONAL+AGENCY+SARL;CMR
00004239285564;SS BUSINESS GROUP PH: 00 23 799 284 491;SS+BUSINESS+GROUP+PH:+00+23+799+284+491;CMR
00001598619670;HAAS GROUP INTERNATIONAL FRANCE;HAAS+GROUP+INTERNATIONAL+FRANCE;FRA
00000489991911;BRADLEYS WAKATIPU PHARMACY LTD T-AS BRADLEY'S QUEENSTOWN PHARMACY;BRADLEYS+WAKATIPU+PHARMACY+LTD+T-AS+BRADLEY'S+QUEENSTOWN+PHARMACY;NZL
00001980537729;DOMOGENE SOCIETE EN LIQUIDATION;DOMOGENE+SOCIETE+EN+LIQUIDATION;FRA
00000056818976;ASSISTANCE TECHNIQUE FABRICATION ET COMMERCIALE;ASSISTANCE+TECHNIQUE+FABRICATION+ET+COMMERCIALE;FRA
00005780084439;TENESOL (GROUPE TOTAL ET EDF) TENESOL AFRIQUE DE L'OUEST SARL;TENESOL+(GROUPE+TOTAL+ET+EDF)+TENESOL+AFRIQUE+DE+L'OUEST+SARL;SEN
00000291060352;SINO-AMERICAN ELECTRONIC (THAILAND) CO. LTD;SINO-AMERICAN+ELECTRONIC+(THAILAND)+CO.+LTD;THA
00000445341548;PAN YEI INTERNATIONAL CORPORATION;¿¿¿¿¿¿¿¿¿¿¿¿;TWN
00000278709141;La Bottiglia AG / Weinhandlung Elgg;La+Bottiglia+AG+/+Weinhandlung+Elgg;CHE
00000418331974;TEKNIKFORETAGET SPRINTECH AB...;TEKNIKFORETAGET+SPRINTECH+AB...;SWE
00000362414753;NOVOSUL REPRESENTACOES E IMPORTACAO LTDA;NOVOSUL+REPRESENTACOES+E+IMPORTACAO+LTDA;BRA
00000444054346;ENGINEER BROTHERS MR. MAHMOUD SHAABAN ABD RABOU;ENGINEER+BROTHERS+MR.+MAHMOUD+SHAABAN+ABD+RABOU;EGY
00000501947171;GENERAL STORAGE LIMITED T/AS CALIFORNIA CLOSET CO;GENERAL+STORAGE+LIMITED+T/AS+CALIFORNIA+CLOSET+CO;NZL
00000501946666;TECHNICAL EQUIPMENT SUPPLIES LIMITED;TECHNICAL+EQUIPMENT+SUPPLIES+LIMITED;NZL
00000206926969;DISCOUNT ALIMENTARI SCICHILONE EMANUELE;DISCOUNT+ALIMENTARI+SCICHILONE+EMANUELE;ITA
00000432736170;CONTINENTAL AUTOMOTIVE ROMANIA SRL;CONTINENTAL+AUTOMOTIVE+ROMANIA+SRL;ROU
00000540415187;ZFORTSAS IOAN. TILEMAHOS EL046325893;ZFORTSAS+IOAN.+TILEMAHOS+EL046325893;GRC
00005089070248;ROOF GARDEN RESTAURANTS LIMITED;ROOF+GARDEN+RESTAURANTS+LIMITED;GBR
00002356987451;WATSON WYATT (UK) ACQUISITIONS 2 LIMITED;WATSON+WYATT+(UK)+ACQUISITIONS+2+LIMITED;GBR
00000481865879;ZANINI BRUNA E FIGLI SOCIETA' IN NOME COLLETTIVO;ZANINI+BRUNA+E+FIGLI+SOCIETA'+IN+NOME+COLLETTIVO;ITA
00000540421754;OPEN HOUSE INTERIOR CONTRACTS S.A.;OPEN+HOUSE+INTERIOR+CONTRACTS+S.A.;GRC
00000448346450;ANGELES MONTERO SOCIEDAD LIMITADA;ANGELES+MONTERO+SOCIEDAD+LIMITADA;ESP
00000127746062;JEAN FRANCOIS CARTERON EQUIPEMENTS;JEAN+FRANCOIS+CARTERON+EQUIPEMENTS;FRA
00004554786744;ASCENSEURS ET TECHNIQUES DE L HABITAT;ASCENSEURS+ET+TECHNIQUES+DE+L+HABITAT;FRA
00000368320154;CHURCHILL SPECIALIST CONTRACTING LIMITED;CHURCHILL+SPECIALIST+CONTRACTING+LIMITED;GBR
00000362416470;MACALI SA AGRO INDUSTRIAL E COMERCIAL;MACALI+SA+AGRO+INDUSTRIAL+E+COMERCIAL;BRA
00000291053533;NEDEC (THAILAND) COMPANY LIMITED;NEDEC+(THAILAND)+COMPANY+LIMITED;THA
00000229359157;ATRADIUS COLLECTIONS HOLDING B.V.;ATRADIUS+COLLECTIONS+HOLDING+B.V.;NLD
00000206931465;ABBIGLIAMENTO DI BRUNETTI FRANCESCO E C. - SOCIETA' IN ACCOMANDI- TA SEMPLICE.;ABBIGLIAMENTO+DI+BRUNETTI+FRANCESCO+E+C.+-+SOCIETA'+IN+ACCOMANDI-+TA+SEMPLICE.;ITA
00000220344450;CELANESE PRODUCTION NETHERLANDS B.V.;CELANESE+PRODUCTION+NETHERLANDS+B.V.;NLD
00001737277152;REPRESENTATION TECHNIQUES BATIMENT ET INDUSTRIE - RTBI;REPRESENTATION+TECHNIQUES+BATIMENT+ET+INDUSTRIE+-+RTBI;FRA
00001098670833;TEMAD CO. ACTIVE PHARMACEUTICAL INGREDIENTS;TEMAD+CO.+ACTIVE+PHARMACEUTICAL+INGREDIENTS;IRN
00001203018147;CONSTRUCTIONS RESIDENTIELLES PACEENNES;CONSTRUCTIONS+RESIDENTIELLES+PACEENNES;FRA
00001935353322;PEINTURE RAVALEMENT RICHARD MANGILI;PEINTURE+RAVALEMENT+RICHARD+MANGILI;FRA
00000069583714;LA COMPAGNIE DES PLANTES AUSTRALES;LA+COMPAGNIE+DES+PLANTES+AUSTRALES;FRA
00000591185064;CONSTRUCCIONES JESUS MORENO ALVAREZ SL;CONSTRUCCIONES+JESUS+MORENO+ALVAREZ+SL;ESP
00001848662759;CTE COM ACTION SOCIALE LA VALETTE DU VAR;CTE+COM+ACTION+SOCIALE+LA+VALETTE+DU+VAR;FRA
00005085840473;CHARLES RUSSELL SPEECHLYS BUSINESS SERVICES;CHARLES+RUSSELL+SPEECHLYS+BUSINESS+SERVICES;GBR
00001808803894;GARAGE CARROSSERIE GALLO LAURENT;GARAGE+CARROSSERIE+GALLO+LAURENT;FRA
00001079542417;CARREMAN SILVERCREST CLOTHING (INDIA) PRIVATE LIMITED;CARREMAN+SILVERCREST+CLOTHING+(INDIA)+PRIVATE+LIMITED;IND
00000503813877;JOSE ANTONIO NEVES RAPOSO PIRES;JOSE+ANTONIO+NEVES+RAPOSO+PIRES;PRT
00000116488196;COOPERATIVE VINICOLE ET D'APPROVISIONNEMENT PEYSSIES CARBONNE LAVELANET LONGAGES ET DE BERAT;COOPERATIVE+VINICOLE+ET+D'APPROVISIONNEMENT+PEYSSIES+CARBONNE+LAVELANET+LONGAGES+ET+DE+BERAT;FRA
00000452748868;MANTENIMENT I PROJECTES ELECTRICS SL;MANTENIMENT+I+PROJECTES+ELECTRICS+SL;ESP
00001630234261;BESLIN STEPHANE PHILIPPE PATRICK;BESLIN+STEPHANE+PHILIPPE+PATRICK;FRA
00000275645041;SCI ENTERTAINMENT GROUP LIMITED;SCI+ENTERTAINMENT+GROUP+LIMITED;GBR
00000229674644;TECHNISCHE METAALINDUSTRIE T.M.I. RHENEN BEHEER B.V.;TECHNISCHE+METAALINDUSTRIE+T.M.I.+RHENEN+BEHEER+B.V.;NLD
00000374785055;AUTOMATION SOFTWARE ENGINEERING LIMITED;AUTOMATION+SOFTWARE+ENGINEERING+LIMITED;GBR
00000519531340;MADDOX ADAMS INTERNATIONAL SOUTH AFRICA;MADDOX+ADAMS+INTERNATIONAL+SOUTH+AFRICA;ZAF
00004216988945;FRANTOIO BONAMINI S.A.S. DI SARTORARI SABRINA;FRANTOIO+BONAMINI+S.A.S.+DI+SARTORARI+SABRINA;ITA
00003410954130;AUXILIAR DE GRUAS Y TRANSPORTES SL;AUXILIAR+DE+GRUAS+Y+TRANSPORTES+SL;ESP
00002322310531;FINAL FRONTIERS TRADING SOLE SHAREHOLDER CO. LTD;FINAL+FRONTIERS+TRADING+SOLE+SHAREHOLDER+CO.+LTD;GRC
00000229682120;GLASCENTRALE HAARLEMMERMEER B.V.;GLASCENTRALE+HAARLEMMERMEER+B.V.;NLD
00000442445696;ALMACENES ELECTRICOS VASCONGADOS SOCIEDAD ANONIMA;ALMACENES+ELECTRICOS+VASCONGADOS+SOCIEDAD+ANONIMA;ESP
00001904210549;UNION GROUPE ASSO TOURISME LOISIRS VOYAG;UNION+GROUPE+ASSO+TOURISME+LOISIRS+VOYAG;FRA
00000520669637;P A CUTHBERT AND COMPANY MANUFACTURING;P+A+CUTHBERT+AND+COMPANY+MANUFACTURING;ZAF
00001027940637;MR JOSEPH BOLLANDS J BOLLANDS BUILDER / PLUMBER;MR+JOSEPH+BOLLANDS+J+BOLLANDS+BUILDER+/+PLUMBER;GBR
00000495457973;AREA GRANDI IMPIANTI DI BISERNI STEFANO E RUSTICALI RICCARDO - S. N.C.;AREA+GRANDI+IMPIANTI+DI+BISERNI+STEFANO+E+RUSTICALI+RICCARDO+-+S.+N.C.;ITA
00000306876965;BNP PARIBAS COMMERCIAL FINANCE LIMITED;BNP+PARIBAS+COMMERCIAL+FINANCE+LIMITED;GBR
00000472011744;Target Sourcing Services Corporation;Target+Sourcing+Services+Corporation;USA
00000495461106;DESTRO CATERING S.N.C. DI DESTRO MAURO E OLIVO;DESTRO+CATERING+S.N.C.+DI+DESTRO+MAURO+E+OLIVO;ITA
00005263163667;ALPAP EMBALAGE V/ROLF INGVAR HENRIKSSON;ALPAP+EMBALAGE+V/ROLF+INGVAR+HENRIKSSON;SWE
00000589515853;EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE LES SERRES DU MOULIN;EXPLOITATION+AGRICOLE+A+RESPONSABILITE+LIMITEE+LES+SERRES+DU+MOULIN;FRA
00000399130065;ROSEMARIE ELIANA SCHERER MARTIN;ROSEMARIE+ELIANA+SCHERER+MARTIN;CHL
00005851468237;Silgan Plastic Food Containers Corporation;Silgan+Plastic+Food+Containers+Corporation;USA
00001076504430;SVM CERA TEA LIMITED (FORMERLY KNOWN AS SVM CERA TEA BUILD LIMITED);SVM+CERA+TEA+LIMITED+(FORMERLY+KNOWN+AS+SVM+CERA+TEA+BUILD+LIMITED);IND
00001039450448;MACELLERIA ARAGONA DI CAMPO ROSARIA;MACELLERIA+ARAGONA+DI+CAMPO+ROSARIA;ITA
00000520665546;P RANCHHOD FAMILY TRUST BARGAIN CENTRE;P+RANCHHOD+FAMILY+TRUST+BARGAIN+CENTRE;ZAF
00003456211122;PLANTACIONES DEL SURESTE SOCIEDAD LIMITADA;PLANTACIONES+DEL+SURESTE+SOCIEDAD+LIMITADA;ESP
00000445590361;CHENMING ELECTRONIC TECHNOLOGY CORPORATION;¿¿¿¿¿¿¿¿¿¿¿¿;TWN
00000457646136;CENTRO INTEGRAL DE TELECOMUNICACIONES E INFORMATICA INGENIEROS SL;CENTRO+INTEGRAL+DE+TELECOMUNICACIONES+E+INFORMATICA+INGENIEROS+SL;ESP
00000332823350;MANSEL LAND CONSTRUCTION LIMITED;MANSEL+LAND+CONSTRUCTION+LIMITED;GBR
00000519534017;CLEAR EDGE FILTRATION SA (PTY) LTD;CLEAR+EDGE+FILTRATION+SA+(PTY)+LTD;ZAF
00001527370332;BROMBERG EMMANUEL ALEXANDRE ARNAUD;BROMBERG+EMMANUEL+ALEXANDRE+ARNAUD;FRA
00005851527637;BHS CORRUGATED - NORTH AMERICA INC.;BHS+CORRUGATED+-+NORTH+AMERICA+INC.;USA
00000329977403;VEDANTA BASE METALS (IRELAND) LIMITED;VEDANTA+BASE+METALS+(IRELAND)+LIMITED;IRL
00000185016603;LABEL - STORE INDUSTRIES S.R.L.;LABEL+-+STORE+INDUSTRIES+S.R.L.;ITA
00000361114823;FUN PRO SHOP KONSTANTINOS KOKKOLIOS;FUN+PRO+SHOP+KONSTANTINOS+KOKKOLIOS;GRC
00003416529547;CONSTRUCCIONS I REPARACIONS SELMAR SOCIEDAD LIMITADA;CONSTRUCCIONS+I+REPARACIONS+SELMAR+SOCIEDAD+LIMITADA;ESP
00000399123448;ALEJANDRO IVAN HERDENER PASLACK;ALEJANDRO+IVAN+HERDENER+PASLACK;CHL
00000296857558;AXCENT SPORTS LLC DESCENTE ATHLETIC;AXCENT+SPORTS+LLC+DESCENTE+ATHLETIC;USA
00000399123751;ALFONSO ROBERTO GEBERT KIEKEBUSCH;ALFONSO+ROBERTO+GEBERT+KIEKEBUSCH;CHL
00003348676614;CARPINTERIA METALICA TRUJILLO HERMANOS SA;CARPINTERIA+METALICA+TRUJILLO+HERMANOS+SA;ESP
00001080721577;EVERGREEN TRADING COMPANY MR. TIPPARIA ASHISH;EVERGREEN+TRADING+COMPANY+MR.+TIPPARIA+ASHISH;IND
00001524721273;CUMA DE LES BORDES A HASTINGUES;CUMA+DE+LES+BORDES+A+HASTINGUES;FRA
00002360518064;I.M.S. ENGINEERING (S.W.) LIMITED;I.M.S.+ENGINEERING+(S.W.)+LIMITED;GBR
00005263005419;LAERARNAS INKOEPSCENTRAL EKON.FOERENING;LAERARNAS+INKOEPSCENTRAL+EKON.FOERENING;SWE
00001336919737;REGIE ELECTRICITE DE SAINT AVOLD;REGIE+ELECTRICITE+DE+SAINT+AVOLD;FRA
00000184759858;MEDITRADE DI MASTRANGELO VINCENZO;MEDITRADE+DI+MASTRANGELO+VINCENZO;ITA
00000457647146;BELLE SUIE DISEÑO Y CONFECCION SL;BELLE+SUIE+DISEÑO+Y+CONFECCION+SL;ESP
00000184758343;PUPA GIOIELLI DI BERNARDI MICHELE;PUPA+GIOIELLI+DI+BERNARDI+MICHELE;ITA
00000296865943;American Standard Shared Services Inc.;American+Standard+Shared+Services+Inc.;USA
00001401740645;SCI CTRE COMMERCIAL BORDEAUX PREFECTURE;SCI+CTRE+COMMERCIAL+BORDEAUX+PREFECTURE;FRA
00001653162964;SOCIETE CIVILE IMMOBILIERE MAURIMMO;SOCIETE+CIVILE+IMMOBILIERE+MAURIMMO;FRA
00005368690444;Slagtermester Bjørn Jahn v/Bjørn Jarnø Jahn;Slagtermester+Bjørn+Jahn+v/Bjørn+Jarnø+Jahn;DNK
00000516014517;DU PREEZ P L LANGVERWACHT LANDGOED;DU+PREEZ+P+L+LANGVERWACHT+LANDGOED;ZAF
00000295815937;Wing Shing Computer Components Company (Hong Kong) Limited;Wing+Shing+Computer+Components+Company+(Hong+Kong)+Limited;HKG
00001401473345;ASS REEDUCAT EDUCAT HANDICAPES ADULTES;ASS+REEDUCAT+EDUCAT+HANDICAPES+ADULTES;FRA
00000452754172;INDUSTRIAS METALICAS ALAMILLOS SA;INDUSTRIAS+METALICAS+ALAMILLOS+SA;ESP
00000343859071;SICCO TRASPORTI INTERNAZIONALI SOCIETA' IN ACCOMANDITA SEMPLICE DI SICCO PAOLO E C.;SICCO+TRASPORTI+INTERNAZIONALI+SOCIETA'+IN+ACCOMANDITA+SEMPLICE+DI+SICCO+PAOLO+E+C.;ITA
00001027909421;MRS SHAMIM AKHTAR AKHTAR BUILDERS;MRS+SHAMIM+AKHTAR+AKHTAR+BUILDERS;GBR
00000442446757;IBERICA DE SUMINISTROS ELECTRICOS SA;IBERICA+DE+SUMINISTROS+ELECTRICOS+SA;ESP
00000589519944;S.C.E.A. LES SERRES DE KERIDREUX;S.C.E.A.+LES+SERRES+DE+KERIDREUX;FRA
00000452751647;MANUEL ROJO DISTRIBUCIONES SOCIEDAD LIMITADA;MANUEL+ROJO+DISTRIBUCIONES+SOCIEDAD+LIMITADA;ESP
